andar;anunciante;anuncio;area;atualizacao;bairro;banheiro;caracteristica;cep;codigo;condominio;data;descricao;endereco;imagem;imagemlista;y;x;municipio;preco;quarto;siteorigem;suite;telefone;tipologia;titulo;uf;url;urlmapa;vaga
;;;2376;;Ratones;;;;1039838022;;05/05/2019; EXCELENTE TERRENO JÁ BEM DEFINIDO, PLANO, ACESSO ASFALTADO, COM 2.376,50 m² NA RUA PRINCIPAL DE RATONES, Á APROXIMADAMENTE 6KM DA SC 401. CONTA COM DOIS ACESSOS AO LOCAL, SENDO UM PELA ENTRADA DE RATONES E OUTRO PELA VARGEM PEQUENA. POSSUE UM LAGO ARTIFICIAL.. REGIÃO COM ÓTIMA TOPOGRAFIA COM BELAS VÁRZEAS, PARTES EM BOAS BAIXADAS E PARTES COM DECLIVES SUAVES E SIGNIFICATIVOS. AGENDE SUA VISITA E VENHA CONHECER! ;Rua João Januário da Silva;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/6b431438d9c88338b375a960b5f31b67.jpg;-27.502.154;-48.465.883;Florianópolis;375000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ratones-bairros-florianopolis-2376m2-venda-RS375000-id-1039838022/;https://www.google.com/maps/search/?api=1&query=-27.502154,-48.465883;
;;;6442;;Centro;;;;2436621193;;05/05/2019; Terreno com 6.442,00 m² em Centro de Florianópolis, com vista privilegiada para a Beira Mar Norte. Localizado a aproximadamente á 1,5 km do Beira Mar Shopping e a linda Beira Mar. Melhores informações, entre em contato e fale com um de nossos corretores de plantão. Estamos sempre prontos pra melhor lhes atender. ;Rua Cruz e Souza;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/b5d4a4f6376b2ec0668534d4662887ce.jpg;-27.584.385;-48.540.675;Florianópolis;1200000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-centro-bairros-florianopolis-6442m2-venda-RS1200000-id-2436621193/;https://www.google.com/maps/search/?api=1&query=-27.584385,-48.540675;
;;;;;Lagoa da Conceição;;;;2442385202;;05/05/2019; Terreno com 987,15m² na Lagoa da Conceição em loteamento de alto padrão e estrategicamente posicionado. Apenas 2 minutos de todas as facilidades do Centrinho da Lagoa e da lindíssima Avenida das Rendeiras, 15 minutos da UFSC, 25 minutos do centro da cidade e a 25 minutos do aeroporto. Regularizado e Financiável! Ambiente Planejado com áreas de passeio arborizadas com plantas nativas, pavimentação com asfalto e playground. Local tranquilo, onde as crianças brincam na rua. Segurança 24hrs, com monitoramento eletrônico. Sistema de esgoto integrado à rede pública (CASAN) e cabeamento subterrâneo. Loteamento se destaca pelas belíssimas construções e segurança, além disso, poucas ofertas de terrenos grandes com documentação regularizada na região. Proprietário já possui projeto arquitetônico pronto para uma casa com área de 600m², de altíssimo padrão, caso o comprador tenha interesse. Agende sua visita e venha morar num dos melhores lugares da Ilha. ;Rua Laurindo Januário da Silveira;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/fcbf31afbaa155e5e2b388b890bde69b.jpg;-27.620.696;-48.479;Florianópolis;1230000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-lagoa-da-conceicao-bairros-florianopolis-987m2-venda-RS1230000-id-2442385202/;https://www.google.com/maps/search/?api=1&query=-27.620696,-48.479;
;;;240;;Campeche;;;;1042021155;;05/05/2019; Excelente terreno plano com 240m² de área total, localizado em região privilegiada próximo ao comércio local, das lindas praias do Sul da Ilha, além do fácil acesso ao Aeroporto e Centro da cidade. Ideal para quem procura viver em local seguro e tranquilo junto à natureza! Agende hoje mesmo sua visita! Contato: /  Noemia Izidorio CRECI - 17.773 Outras oportunidades acesse: www.hotimovel.com.br ;Servidão Ana Hilda Medeiros da Rocha;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/fcd66141945847dc0f1c58baf8e0e277.jpg;-27.690.554;-48.508.881;Florianópolis;230000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-240m2-venda-RS230000-id-1042021155/;https://www.google.com/maps/search/?api=1&query=-27.690554,-48.508881;
;;;;;Vargem Grande;;;;80602823;;05/05/2019; Lotes residenciais de 450 a 704 m², em área com 22.000 m² de área verde, com projeto paisagístico exuberante, áreas públicas totalmente urbanizadas, com infraestrutura de lazer como: club house, salão de festas, jogos, deck com lounge, playground, ciclovia, horta comunitária, redário entre outras, loteamento com guarita e segurança monitorada, em um região com amplo crescimento, próximo ao Sapiens Park, com fácil acesso as praias. ;Rodovia José Carlos Daux;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/be720596e06c636a69234f85155a58f8.jpg;-27.494.454;-48.505.468;Florianópolis;545148;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-vargem-grande-bairros-florianopolis-687m2-venda-RS545148-id-80602823/;https://www.google.com/maps/search/?api=1&query=-27.494454,-48.505468;
;;;467;;Rio Tavares;;;;1042021501;;05/05/2019; Ótimo lote pronto para construir com 467m² de área total localizado em Condomínio exclusivo e consolidado com casas de alto padrão no Rio Tavares, próximo ao comércio local, da charmosa Lagoa da Conceição, além do fácil acesso às lindas praias do Sul da Ilha, Aeroporto e Centro da cidade. Ideal para quem procura viver com segurança e rodeado por natureza! Condomínio com infraestrutura completa para você e sua família oferece: piscina adulto e infantil, quadra de tênis, quiosque com churrasqueira, salão de festas mobiliado e equipado, academia, playground e quadra de futevôlei. Agende hoje mesmo sua visita! Contato: /  Outras oportunidades acesse: www.hotimobiliaria.com.br ;Rodovia Doutor Antônio Luiz Moura Gonzaga, 3500;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/e3ca5dbd0a4af9fff0bd72cb07f9dab0.jpg;-27.658.182;-48.487.928;Florianópolis;580000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-rio-tavares-bairros-florianopolis-467m2-venda-RS580000-id-1042021501/;https://www.google.com/maps/search/?api=1&query=-27.658182,-48.487928;
;;;630;;Pantanal;;;;1041069178;;05/05/2019; Terreno com 630 m² a 350 metros da UFSC, 13m X 50m, viabilidade para 2 pavimentos e subsolo. Taxa de ocupação de 50%. Toda documentação em dia. ;Rua Professora Maria do Patrocínio Coelho;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/d8331b2a00dacc02e502b913c4ed09b4.jpg;-27.608.853;-48.518.153;Florianópolis;629000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-pantanal-bairros-florianopolis-630m2-venda-RS629000-id-1041069178/;https://www.google.com/maps/search/?api=1&query=-27.608853,-48.518153;
;;;;;Vargem Grande;;;;1040225146;;05/05/2019; Excelente terreno plano em codomínio fechado com água , luz, quiosque com churrasqueira , piscina , parque infantil, guarita e com escritura Pública.  Próximo de escolas públicas e Particulares , comércio , ônibus . Fácil acesso para as praias de Canasvieiras , Cachoeira do Bom Jesus , Ingleses e do Sapiens Park. Terreno com Escritura Pública. Aceita Financiamento Bancário. Ingleses O bairro Ingleses está localizado no norte da Ilha de Santa Catarina. Distante 32,9 km do centro de Florianópolis, é um dos balneários com a maior infraestrutura urbana da região. Sua área abrange 20,47 km² e engloba desde as praias do Santinho e Ingleses até a localidade mais afastadas da orla, chamada de Sítio do Capivari. Dentre todas os balneários de Florianópolis, Ingleses é o que possui a maior população residente, superior a 25 mil habitantes fixos. Durante os meses de férias e veraneio, esse número ultrapassa os 50 mil habitantes. O acesso ao bairro pode ser feito pela via principal, rodovia SC-401 e depois pela SC-403, ou pela Rod SC 406, através do Rio Vermelho.  Ao longo da porção final da SC-403, próximo à praia, fica localizado o Centrinho dos Ingleses. É no bairro dos Ingleses que está localizada a Praia do Santinho, onde fica o mais completo complexo turístico da região, o Costão do Santinho Resort , que mescla condomínio de casas de alto luxo a um campo de golf. Agende uma visita! ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/40408f97059b32f028a92ba65efd4c83.jpg;-27.461.484;-48.449.788;Florianópolis;200000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-vargem-grande-bairros-florianopolis-387m2-venda-RS200000-id-1040225146/;https://www.google.com/maps/search/?api=1&query=-27.461484,-48.449788;
;;;;;Trindade;;;;2431028402;;05/05/2019; excelente terreno na Trindade - Fpolis. ótimo terreno para construir quitinetes, em área nobre da Trindade, próximo a UFSC. Terreno com 534,00m²  frente 20,00 metros e fundo 26,70 metros. viabilidade 2 pavimentos. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/0e7b54f1f231ec31af702e0132c10e2f.jpg;-27.593.245;-48.523.532;Florianópolis;598000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-trindade-bairros-florianopolis-534m2-venda-RS598000-id-2431028402/;https://www.google.com/maps/search/?api=1&query=-27.593245,-48.523532;
;;;;;Cachoeira do Bom Jesus;;;;80097163;;05/05/2019; Ótimo terreno para construir o seu projeto. Em condomínio fechado, zona residencial e 90% edificado. Próximo do comércio em geral e onibus. Confira!! ;Rua Leonel Pereira;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/aaf89726d82184c1dedaa4c06e18c08d.jpg;-27.431.977;-4.842.267;Florianópolis;449200;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-cachoeira-do-bom-jesus-bairros-florianopolis-388m2-venda-RS449200-id-80097163/;https://www.google.com/maps/search/?api=1&query=-27.431977,-48.42267;
;;;5277;;Santo Antônio de Lisboa;;;;1471815499;;05/05/2019; Excelente área para investimento!! Área de frente para a SC 401 em região de grande fluxo, com área total de 5.276,57 m². Viabilidade multi-familiar. Local de grande valorização. Possui ESCRITURA PÚBLICA e pode ser financiado. - ;Rodovia José Carlos Daux, 10;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/087f72c7d461954ee9af2a3ebc81749a.jpg;-27.451.695;-48.457.038;Florianópolis;10000000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-santo-antonio-de-lisboa-bairros-florianopolis-5277m2-venda-RS10000000-id-1471815499/;https://www.google.com/maps/search/?api=1&query=-27.451695,-48.457038;
;;;;;Campeche;;;;2430858801;;05/05/2019; Oportunidade para você que busca um terreno próximo a um dos pontos mais badalados do Sul da Ilha. Com 638 m², face leste, (ótima orientação solar), na Avenida Campeche. Com viabilidade ARP 2.5 proporciona a construção de até 03 casas no terreno. Hoje existe um tradicional e antigo comércio funcionando. Documentação de posse que não possibilita financiamento, mas é possível sua regularização através do usucapião. ;Avenida Campeche;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/97704f9e49e141959c80afc752b34d41.jpg;-27.685.471;-48.482.397;Florianópolis;1300000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-638m2-venda-RS1300000-id-2430858801/;https://www.google.com/maps/search/?api=1&query=-27.685471,-48.482397;
;;;;;Trindade;;;;77613250;;05/05/2019; Terreno em condomínio fechado com 963,45m² de área privativa. ;Rua Professor Belarmino Corrêa, 366;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/510ce3b26a96c0b9789838e4062a7847.jpg;-27.588.372;-48.528.347;Florianópolis;590000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-trindade-bairros-florianopolis-952m2-venda-RS590000-id-77613250/;https://www.google.com/maps/search/?api=1&query=-27.588372,-48.528347;
;;;;;São João do Rio Vermelho;;;;66047111;;05/05/2019; Terreno com 361 m², próximo a praia do Moçambique. Condomínio com jardim, quadra de esportes, espaço gourmet, portaria 24 horas, circuito de TV, playground, salão de festas, churrasqueira, sala de jogos, piscina, sauna, fitness, estacionamento e zelador. Estuda proposta. Ligue agora para o nosso plantão de vendas e agende já uma visita: . WhatsApp . C.3848J. Www.gralhaimoveis.com.br. Aguardamos seu contato! ;Rua Candido Pereira dos Anjos;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/37500ec93edcbecbc4970e166c13c5bd.jpg;-27.485.006;-48.411.267;Florianópolis;300000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-sao-joao-do-rio-vermelho-bairros-florianopolis-361m2-venda-RS300000-id-66047111/;https://www.google.com/maps/search/?api=1&query=-27.485006,-48.411267;
;;;;;Pântano do Sul;;;;1042056817;;05/05/2019; Ótima infraestrutura do condominio residencial: guarita, playground, estação de tratamento de esgoto própria, ruas internas pavimentadas, tubulação subterrânea para tv á cabo e internet, muito bem localizado próximo ao comércio, da bela praia do pântano do sul e praia dos açores. Empreendimento regularizado e com escritura pública individualizada dos lotes. Venha conhecer já. ;Rodovia Francisco Thomaz dos Santos;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/7d481034e1c6b45f0e76dfc1825254c9.jpg;-27.769.706;-48.525.981;Florianópolis;195000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-pantano-do-sul-bairros-florianopolis-401m2-venda-RS195000-id-1042056817/;https://www.google.com/maps/search/?api=1&query=-27.769706,-48.525981;
;;;;;Campeche;;;;1042057148;;05/05/2019; Terreno em ótimo condomínio fechado no bairro campeche. São 380 metros quadrados muito bem localizado dentro do condomínio caminhos do engenho pronto para construir, infraestrutura completa com guaritas, quadra poliesportiva, campo de futebol, playground, parque ecológico com vegetação nativa e muito mais...A poucos minutos das praias do campeche e morro das pedras e do novo acesso ao centro e ao novo aeroporto internacional de florianópolis. Agende sua visita com a habiflex soluções imobiliárias e conheça seu novo condomínio. ;Rua Camarinhas;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/f5ccb2c59fe1e7c7f1d7169ad90f824e.jpg;-27.693.514;-48.507.296;Florianópolis;297000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-374m2-venda-RS297000-id-1042057148/;https://www.google.com/maps/search/?api=1&query=-27.693514,-48.507296;
;;;;;Santo Antônio de Lisboa;;;;2429788460;;05/05/2019; Terreno com 632m² com escritura pública condomínio Cachoeira de Santo Antonio em Santo Antônio de Lisboa. Lugar privilegiado, tranquilo, com natureza exuberante, ótima posição solar, em aclive e segurança. Possui infraestrutura própria de tratamento de esgoto e portaria 24h. ;Rua Deputado Walter Gomes;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/0e2aef2123c2d69d3a45712baac7ba47.jpg;-27.505.005;-48.508.568;Florianópolis;395000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-santo-antonio-de-lisboa-bairros-florianopolis-632m2-venda-RS395000-id-2429788460/;https://www.google.com/maps/search/?api=1&query=-27.505005,-48.508568;
;;;400;;São João do Rio Vermelho;;;;68626271;;05/05/2019; Lote à venda no Rio Vermelho, Florianópolis, SC com 400 m² de área total. Localizado no condomínio Praia do Moçambique Residence, próximo à prai do Moçambique. Possui gerador de energia eólica para alimentação da estação de tratamento de esgoto, uso comum a todo os condomínios.    Bairro tranquilo e com boa estrutura, contando com supermercados, lojas e escolas.  Nossos corretores estão de plantão 24 horas. Temos diversos imóveis para atender a sua expectativa, encontrando a melhor opção para o seu perfil. Visite nosso Facebook e fique por dentro de um conteúdo atual sobre imóveis e o mercado imobiliário. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/eff1c423b836dd3aa87de5bf9068fa1b.jpg;-27.491.494;-48.416.288;Florianópolis;350000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-sao-joao-do-rio-vermelho-bairros-florianopolis-400m2-venda-RS350000-id-68626271/;https://www.google.com/maps/search/?api=1&query=-27.491494,-48.416288;
;;;;;Campeche;;;;2442467375;;05/05/2019; Excelente Terreno em localização privilegiada no Campeche, aproximadamente 1000 metros da praia e próximo à supermercados, farmácias e comércio em geral. Situado em rua consolidada, pavimentada com toda infraestrutura necessária disponível. O terreno tem 497 metros quadrados, sedo 15 metros de frente e 32 de profundidade, plano e com viabilidade para construção. Agende sua visita. Não perca essa oportunidade. Sem possibilidade de financiamento. ;Rua Tereza Lopes;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/3a14ae24c4ec451957addeac78e94cd4.jpg;-27.700.267;-48.500.471;Florianópolis;320000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-campeche-bairros-florianopolis-497m2-venda-RS320000-id-2442467375/;https://www.google.com/maps/search/?api=1&query=-27.700267,-48.500471;
;;;;;Vargem do Bom Jesus;;;;95072447;;05/05/2019; Terreno com topografia plana, medindo 43.175,00 m² com grande potencial comercial. Seu entorno caracteriza-se pôr edificações comerciais e residências.  O acesso fácil, por rua pavimentada, servido pelos serviços públicos. Dista aproximadamente de 20km do Centro de Florianópolis. - Zoneamento AMS 4,5 ;Rodovia Armando Calil Bulos;;;-27.448.193;-48.432.462;Florianópolis;3339368;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-vargem-do-bom-jesus-bairros-florianopolis-4174m2-venda-RS3339368-id-95072447/;https://www.google.com/maps/search/?api=1&query=-27.448193,-48.432462;
;;;;;São João do Rio Vermelho;;;;1039277923;;05/05/2019; Lindo terreno com 10 X 18,80, já livre do passeio, Rua calçada, água, energia, próximo do Red Parck,  | Não possui financiamento bancário | Esperamos sua visita O bairro São João do Rio Vermelho está localizado no leste da Ilha de Santa Catarina, entre os bairros da Barra da Lagoa e Ingleses. Distante aproximadamente 31 km do centro de Florianópolis. Com uma área de 31,68 km² e uma população estimada em mais de 14.000 habitantes, as casas estão concentradas ao longo da Rod. João Gualberto Soares e em mais de 100 servidões.  O bairro se concentrava na localidade chamada de Freguesia, atualmente se expandiu e contempla outras localidades como o Travessão, o Muquém, Porto, Moçambique e o Parque Florestal do Rio Vermelho. Agende uma visita! ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/dc070a82e388e2b1847edd4be04db001.jpg;;;Florianópolis;77000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-sao-joao-do-rio-vermelho-bairros-florianopolis-188m2-venda-RS77000-id-1039277923/;;
;;;;;Rio Tavares;;;;62199118;;05/05/2019; Terreno com ótima localização com viabilidade comercial e residencial. àrea total de 450 metros quadrados. ;Servidão Quadros;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/dfdd7ed54996109535d2b57e6fe66a95.jpg;-27.641.709;-4.847.207;Florianópolis;330000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-rio-tavares-bairros-florianopolis-450m2-venda-RS330000-id-62199118/;https://www.google.com/maps/search/?api=1&query=-27.641709,-48.47207;
;;;2500;;Saco Grande;;;;56384844;;05/05/2019; Excelente terreno localizado na Ilha de Florianópolis, na SC-401 em direção ao norte, com 25,33 m de frente, medindo 2.500 m² de área total, excelente área comercial, possui projeto aprovado com 4.500 m² de área. ;Rodovia Açoriana;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/f44889d4f205efea54040393522278e3.jpg;-27.689.483;-48.560.548;Florianópolis;6000000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-saco-grande-bairros-florianopolis-2500m2-venda-RS6000000-id-56384844/;https://www.google.com/maps/search/?api=1&query=-27.689483,-48.560548;
;;;;;Ratones;;;;1038930383;;05/05/2019; Terreno à venda no bairro Ratones em Florianópolis, com frente de 103,33 m., lateral direita de 52,73 m. e fundos de 93,36 m. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/a9fe7dc65810cf5cc6a3c0fa7efaaff6.jpg;-27.504.349;-48.469.288;Florianópolis;420000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ratones-bairros-florianopolis-2377m2-venda-RS420000-id-1038930383/;https://www.google.com/maps/search/?api=1&query=-27.504349,-48.469288;
;;;;;Lagoa da Conceição;;;;37545804;;05/05/2019; Terreno no Morro da Lagoa em Florianópolis com 13.700 metros.    Excelente vista permanente para a Lagoa da Conceição.    Natureza, beleza e tranquilidade numa das mais belas vistas da Ilha da Magia, a Lagoa da Conceição.    Viabilidade para construção em 10% do terreno. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/c5b4f2dc433ad7e94743138de6cc75f5.jpg;-27.603.092;-48.471.229;Florianópolis;2500000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-lagoa-da-conceicao-bairros-florianopolis-13700m2-venda-RS2500000-id-37545804/;https://www.google.com/maps/search/?api=1&query=-27.603092,-48.471229;
;;;;;Lagoa da Conceição;;;;37545805;;05/05/2019; TERRENO FLORIANÓPOLIS MORRO DA LAGOA EXCELENTE, COM VISTA PERMANETE PARA A LAGOA DA CONCEIÇÃO.    NATUREZA, BELEZA E TRANQUILIDADE NUMA DAS MAIS BELAS VISTAS DA ILHA DA MAGIA A LAGOA DA CONCEIÇÃO    VIABILIDADE PARA CONSTRUÇÃO EM 10% DO TERRENO. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/ae80e9bbb0ff26568d6e90e5d511f5b0.jpg;-27.603.092;-48.471.229;Florianópolis;3000000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-lagoa-da-conceicao-bairros-florianopolis-2558m2-venda-RS3000000-id-37545805/;https://www.google.com/maps/search/?api=1&query=-27.603092,-48.471229;
;;;870;;Ingleses do Rio Vermelho;;;;94014918;;05/05/2019; Ótimo terreno, geografia plana, com uma área total de 870,00 m², localizado no melhor, mais completo e bem estruturado condomínio fechado da Grande Florianópolis/SC, com total infraestrutura de lazer, salões de festas, áreas de entretenimentos, play grounds, pistas de caminhada, campo de golf e etc. Localizado no condomínio Costão Golf, muito bem localizado em ponto estratégico do bairro Costão do Santinho, próximo ao melhor Resort de praia do Brasil, próximo ao mar e ao comercio.  Sobre o Condomínio Costão Golf: Morar bem e viver bem essa é a ideia do Condomínio Costão Golf, situado em Florianópolis, ou seja, está longe da preocupação causada pelas grandes cidades, mas ao mesmo tempo está perto de tudo. O condomínio conta com infra estrutura de um clube e muita segurança, para que os moradores possam usufruir de toda a tranquilidade necessária para viver bem. Aqui você tem a liberdade para construir a casa dos seus sonhos, viver com tranquilidade, relaxar em uma área de lazer completa e cercada pela natureza. Perfeito para o descanso e lazer da família. Aqui você encontra segurança, lazer, infra-estrutura adequada e está perto de tudo. Venha tomar um café conosco e conferir o que temos de melhor pra você. Na EVOLUÇÃO IMÓVEIS você sempre fará o melhor negócio, nossos consultores imobiliários estão de plantão aguardando seu chamado, entre em contato conosco através do número (48) 3247.8865 ou WhatsApp (48) 98406.7178, iremos até você. O Vendedor estuda a possibilidade de aceitar automóveis ou outros imóveis como parte do pagamento. Conheça este imóvel e faça a sua PROPOSTA!!! ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/6352f0780157eaae0b6ad728ad6117a5.jpg;-274.523;-48.401.314;Florianópolis;870000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ingleses-do-rio-vermelho-bairros-florianopolis-870m2-venda-RS870000-id-94014918/;https://www.google.com/maps/search/?api=1&query=-27.4523,-48.401314;
;;;1329;;Estreito;;;;66048371;;05/05/2019; ATUALIZADO EM ;Avenida Marinheiro Max Schramm;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/95421fd4296251bb57962796be5daa17.jpg;-27.577.206;-48.593.306;Florianópolis;2500000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-estreito-bairros-florianopolis-1329m2-venda-RS2500000-id-66048371/;https://www.google.com/maps/search/?api=1&query=-27.577206,-48.593306;
;;;;;Capoeiras;;;;2437304073;;05/05/2019; Terreno à venda no bairro Capoeiras em Florianópolis, com área total de 960m² (24x40) e viabilidade para 5 pavimentos mais cobertura. ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/993b502ecbc821fea34489087435e4a8.jpg;-27.599.044;-48.601.445;Florianópolis;1699000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-capoeiras-bairros-florianopolis-960m2-venda-RS1699000-id-2437304073/;https://www.google.com/maps/search/?api=1&query=-27.599044,-48.601445;
;;;;;Ingleses do Rio Vermelho;;;;90392857;;05/05/2019; Terreno em ingleses, com 217,5 sendo 15 de frente e 14,5 de lateral, rua pavimentada sem saída, pronto para construir, não possui financiamento bancário, próximo de escolas e comércios em geral.Estuda proposta.O norte da ilha concentra excelentes potenciais de infraestrutura, culturais, sociais, educacionais e que, sem dúvida, oferece lazer, beleza natural, praias belíssimas, conforto e bem estar. Confira alguns aspectos positivos e potenciais relevantes dessa região que mais cresce no mercado imobiliário.Agende uma visita com um de nossos corretores ;;;https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/b62c194d7db0ff443150fd83569951fd.jpg;;;Florianópolis;110000;;Viva Real;;;Venda ;;SC;http://www.vivareal.com.br/imovel/lote-terreno-ingleses-do-rio-vermelho-bairros-florianopolis-218m2-venda-RS110000-id-90392857/;;
